doc_idx,ArticleID,group,Readability,Readability_resid,total_bigrams
667,3847,0,4,-1.4812626855378488,131
668,3853,0,5,-1.1091529119142054,74
669,3854,0,3,-3.2100527711531335,35
670,3864,0,3,-2.923025832552824,24
671,3866,0,4,-1.607013498143889,24
672,3870,0,5,-1.2262721849977938,47
673,3871,0,4,-1.6632678189637247,58
674,3875,0,5,-1.1712207764075924,17
675,3878,0,4,-1.9342391117273712,31
676,3882,0,4,-1.5195339412068334,61
677,3885,0,4,-1.4993217990964354,54
678,3903,0,5,-0.9268471603923931,39
679,3911,0,4,-2.098448864193789,61
680,3919,0,5,-1.4141659337182295,100
681,3924,0,4,-1.3847727516128456,60
682,3933,0,4,-2.2171732122526944,22
683,3937,0,5,-1.0767302586621934,80
684,3939,0,4,-2.1658091839767746,15
685,3945,0,4,-2.1551927988313944,24
686,3950,0,4,-1.8851521472079371,46
687,3953,0,5,-1.5374412388393823,38
688,3957,0,4,-1.839980132871581,75
689,3958,0,4,-2.0973741133935633,63
690,3969,0,4,-1.6859709814631403,42
691,3971,0,5,-1.1674824852374783,43
692,3972,0,5,-1.4066654787647872,45
693,3980,0,4,-1.9981663039528925,55
694,3983,0,5,-0.9941683205442065,18
695,3989,0,5,-0.8771425384768579,23
696,4000,0,4,-1.8412860233339012,47
697,4013,0,4,-2.3282669669565905,35
698,4017,0,4,-1.9800841253252965,67
699,4018,0,5,-0.9773869187074586,46
700,4022,0,4,-2.688717633882625,82
701,4023,0,4,-2.0218191175149434,38
702,4025,0,5,-1.4317523009532351,42
703,4033,0,5,-1.388712022951995,28
704,4043,0,4,-2.5272669930131038,37
705,4045,0,5,-1.0934861179855817,44
706,4050,0,5,-0.8652199246950625,5
707,4055,0,5,-1.3904215476020099,60
708,4057,0,5,-1.4463822386457128,32
709,4058,0,4,-2.82208424320548,37
710,4062,0,3,-3.236587801497709,33
711,4065,0,5,-0.9727028445275971,48
712,4068,0,4,-2.6254645171902613,40
713,4071,0,5,-1.7415955381008477,31
714,4078,0,4,-1.9994003758302963,34
715,4081,0,5,-0.9152844054482365,61
716,4094,0,5,-0.9359806963903718,58
717,4096,0,5,-1.1801752090415132,41
718,4098,0,3,-2.5196793992914195,132
719,4099,0,4,-1.8404326675344294,70
720,4101,0,4,-1.7421152455284252,43
721,4117,0,5,-1.3185991966579724,55
722,4126,0,5,-1.2144667414566577,53
723,4140,0,6,-0.8978823050393805,43
724,4145,0,3,-3.140463431365707,76
725,4147,0,4,-2.2708693743686315,58
726,8193,0,5,-1.0031465381896911,44
727,8196,0,3,-3.531712168357128,49
728,8208,0,5,-1.7913632502279162,50
729,8210,0,5,-1.4492034146675188,37
730,8211,0,4,-1.7058804033087398,21
731,8220,0,4,-1.9590354625200197,35
732,8239,0,5,-0.9974215738222529,33
733,8263,0,4,-1.624325760947146,20
734,8265,0,4,-2.340745336390837,63
735,8268,0,3,-3.4395528855138675,16
736,8274,0,4,-2.0260205729494905,23
737,8287,0,4,-2.7464670433979315,38
738,8288,0,5,-0.9115241354789037,32
739,8290,0,4,-2.0481252381275166,52
740,8293,0,4,-1.721598305405049,40
741,8302,0,4,-2.1726156584629805,31
742,8304,0,5,-1.4003982421605992,25
743,8306,0,4,-2.7460512454857744,47
744,8308,0,5,-1.3574224570753088,27
745,8316,0,5,-1.6159620905701422,49
746,8319,0,4,-2.6141915434532343,12
747,8329,0,6,-0.886486512703204,20
748,8330,0,5,-1.086840091918214,101
749,8335,0,3,-3.3523679240648754,32
750,8339,0,4,-2.4522997553687755,46
751,8340,0,4,-2.413821514596381,33
752,8343,0,6,-0.8608595020216798,78
753,8363,0,6,-0.9863673470039078,46
754,8370,0,5,-1.3613451908059861,19
755,8371,0,4,-2.2088757048424474,67
756,8404,0,5,-0.8641029131950351,75
757,8413,0,4,-2.2418894613641758,25
758,8418,0,5,-1.31979138860041,60
759,8426,0,4,-1.9417818762117296,39
760,8437,0,4,-2.4853266156380256,14
761,8468,0,5,-1.4570778382005436,78
762,8491,0,5,-1.6170342693872417,49
763,8492,0,5,-0.9545103395941146,28
764,8496,0,4,-2.2346335796135914,51
765,8498,0,4,-1.9357786777054988,34
766,8501,0,4,-2.2615564650378737,47
767,8507,0,5,-1.4701320588495674,35
768,8511,0,5,-1.2612729075428817,44
769,8515,0,4,-1.9272189018336778,26
770,8519,0,4,-2.356458968470708,36
771,8522,0,6,-1.1750805053159539,33
772,8538,0,4,-2.1459859190341097,40
773,8543,0,4,-2.063203830818198,42
774,8550,0,4,-2.0806960893818767,68
775,8553,0,4,-1.7663145434871392,88
776,8555,0,5,-1.1318039785124547,28
777,8557,0,4,-1.5479576024375339,48
778,8560,0,4,-1.674734627703586,60
779,8564,0,5,-1.2932625024695303,18
780,8568,0,4,-2.297009401245673,18
781,8570,0,4,-1.565293008178812,34
782,8581,0,4,-3.0904318095362617,88
783,8589,0,5,-1.1239989505869472,18
784,8593,0,4,-2.4713388706036126,53
785,8599,0,5,-1.1031464919888254,36
786,9285,0,5,-1.47047339814986,37
787,9288,0,5,-1.1102535906363453,54
788,9289,0,5,-0.902505766453233,41
789,9431,0,5,-0.965726527071598,40
790,9435,0,5,-0.9650289692885714,53
791,9438,0,5,-1.0990440088790505,21
792,9447,0,5,-1.437555162144224,53
793,9448,0,5,-2.109913097262334,78
794,9458,0,6,-1.0234398089172814,46
795,9461,0,6,-1.032266862003457,42
796,9462,0,6,-0.8344091852855406,18
797,2804,0,4,-2.9638375157910852,26
798,2806,0,4,-3.434832866711436,23
799,2814,0,6,-1.0677124197525218,37
800,2822,0,6,-0.9928235291727088,54
801,2824,0,6,-0.8503848298319401,28
802,2828,0,5,-2.2080577382047517,48
803,2840,0,5,-2.068673210257078,32
804,2844,0,5,-2.1636378355325414,26
805,2852,0,4,-3.1712029193396543,37
806,2853,0,6,-1.0992621052303901,18
807,2858,0,6,-0.8664343825591603,21
808,2870,0,4,-3.09586191254445,31
809,2876,0,4,-3.170951137869773,20
810,2883,0,6,-1.0252959155442376,28
811,2888,0,5,-1.7221999214896293,59
812,2894,0,6,-1.4152345466518579,39
813,2895,0,4,-2.4657205306735728,27
814,2896,0,5,-2.187070985800723,36
815,2902,0,6,-1.3728517807385119,41
816,2906,0,6,-1.0284337777473445,29
817,2910,0,6,-0.8506107191511081,40
818,2922,0,6,-1.0068330521292523,37
819,2926,0,4,-2.7840001962783205,22
820,2927,0,6,-0.9342386221743757,32
821,2937,0,6,-1.6295998916124876,37
822,2948,0,6,-1.1908740561730955,33
823,2952,0,6,-0.9433074447693999,39
824,2956,0,6,-1.005220567504427,39
825,2957,0,6,-1.525859277030099,66
826,2963,0,6,-0.8714168263388036,23
827,2964,0,6,-0.9935207009673626,51
828,2965,0,6,-1.2502072221340415,32
829,2969,0,6,-1.0697354172700546,55
830,2971,0,6,-0.9460195342592179,17
831,2976,0,5,-1.8932933829759797,24
832,2980,0,6,-1.8338262585065772,86
833,2989,0,6,-1.2475027468254165,26
834,2991,0,5,-1.4673436353960119,43
835,3003,0,6,-1.239753290870106,45
836,3004,0,6,-1.0905924386891792,54
837,3023,0,6,-1.4527566426305336,22
838,3024,0,5,-1.6669326742339852,30
839,3027,0,6,-1.1676326232048897,28
840,3030,0,5,-2.2159219274096706,56
841,3035,0,6,-1.0439288567387148,42
842,3053,0,6,-0.8338393922772891,37
843,3056,0,6,-0.9624988038922329,67
844,3057,0,6,-0.8536859955594993,61
845,3058,0,6,-1.0445430632389403,27
846,3074,0,6,-0.8807648046379555,28
847,3079,0,3,-4.4598866763149765,16
848,3081,0,5,-1.8931455194158024,37
849,3083,0,6,-1.0026344768660698,48
850,3095,0,6,-1.2481276270335675,45
851,3118,0,6,-1.4083265105089282,20
852,3126,0,6,-1.3543699143785473,40
853,3129,0,4,-2.8242856243912113,62
854,3133,0,6,-1.148861569555768,21
855,3141,0,6,-1.53951640482381,13
856,3148,0,6,-1.459945942879143,33
857,3159,0,4,-2.8651005332478716,54
858,3165,0,6,-0.927594204202963,68
859,3210,0,5,-2.376971920189903,57
860,3211,0,6,-1.32887509983797,31
861,3226,0,6,-1.3303745300274397,20
862,3239,0,5,-1.3106690862326387,38
863,3257,0,6,-1.210036631634157,36
864,3259,0,6,-1.164398657280942,44
865,3269,0,6,-1.3069984835777424,43
866,3279,0,6,-1.6308197656278125,28
867,3284,0,6,-1.1717110865604514,44
868,3286,0,4,-3.152339176135291,17
869,3298,0,7,-1.045060922431217,36
870,3303,0,6,-1.410569395365747,44
871,3323,0,6,-2.137276265391046,31
872,3324,0,6,-2.139562056050382,30
873,3331,0,7,-0.9628361037361923,28
874,3344,0,6,-1.5047927189228156,9
875,3353,0,6,-1.0625962414351218,21
876,3366,0,6,-1.2389111704246236,25
877,3376,0,7,-1.000763440619723,37
878,3380,0,6,-1.5176890568610153,19
879,3395,0,5,-2.626610120993692,22
880,3397,0,7,-1.0262319586340105,26
881,3398,0,6,-1.4412192280775962,22
882,3407,0,4,-2.906369246622206,23
883,3418,0,7,-1.152282846004475,32
884,3422,0,4,-2.907331611098342,30
885,3425,0,6,-1.3089660862832515,36
886,3427,0,6,-0.8586843629660841,31
887,3434,0,6,-1.6846148623771766,36
888,3439,0,6,-1.0461730659360544,27
889,3441,0,7,-0.9135938617672732,31
890,3448,0,7,-0.9326167429665455,33
891,7664,0,5,-2.4138148825080474,74
892,7665,0,4,-2.921567463746416,29
893,7666,0,6,-0.8850083946797378,37
894,7667,0,6,-1.1970782991303608,32
895,7684,0,6,-1.0414917196260305,27
896,7695,0,5,-1.2642081476724751,14
897,7709,0,6,-1.2465840303952467,31
898,7714,0,6,-0.939835829980721,14
899,7715,0,5,-2.5531857487957916,62
900,7718,0,6,-1.0532245712145158,24
901,7728,0,7,-0.853551603174413,33
902,7758,0,4,-2.50213769774576,24
903,7770,0,6,-1.1277900805594827,34
904,7775,0,6,-1.0025648020903946,39
905,7777,0,5,-2.1036366936210795,56
906,7786,0,5,-2.035640943218784,91
907,7795,0,6,-1.4416787995155156,26
908,7802,0,6,-1.3247873167244677,45
909,7803,0,6,-1.357227592388866,35
910,7808,0,4,-3.3137497695136666,30
911,7811,0,6,-0.8550129381712477,31
912,7817,0,6,-1.6142179230773213,14
913,7825,0,6,-1.3693120914734864,39
914,7828,0,7,-1.0537069970545474,31
915,7831,0,5,-2.3807538569235493,40
916,7833,0,7,-0.926560425789801,30
917,7845,0,6,-0.8640160222900279,43
918,7852,0,6,-0.8346549239766148,34
919,7862,0,3,-4.287137100613833,40
920,7863,0,6,-1.0371646559953023,26
921,7871,0,6,-1.1074120189109156,30
922,7878,0,6,-1.436914888509258,36
923,7885,0,6,-1.0644836938810087,34
924,7930,0,6,-1.233996986263187,55
925,7943,0,6,-1.198248098342364,55
926,7960,0,6,-1.3790298068007374,41
927,7961,0,4,-2.8289462503167133,24
928,7965,0,4,-2.782390478981352,43
929,7972,0,6,-1.3120511659532372,22
930,7973,0,6,-1.0089604436634714,29
931,7980,0,6,-1.2120690844901887,27
932,8009,0,6,-0.8523580872306029,23
933,8010,0,6,-1.092131997861701,18
934,9278,0,7,-1.3220357637966416,27
935,9419,0,6,-1.7821149141053496,23
936,9422,0,5,-2.6014434433702958,52
937,9632,0,6,-1.0028072557882375,31
938,9634,0,5,-1.5767349859250581,32
939,9638,0,6,-1.457392905419658,36
940,9644,0,4,-3.4470125475223687,21
941,3479,0,6,-1.9770738881619225,45
942,3488,0,4,-3.2946799431043203,22
943,3497,0,4,-3.4839567718574047,52
944,3500,0,6,-1.7323559155312704,42
945,3519,0,6,-1.0190212135046233,16
946,3527,0,6,-1.1785217822230658,25
947,3546,0,6,-1.650306229099792,49
948,3583,0,6,-1.1215149998225336,24
949,3585,0,5,-1.8064692636738888,36
950,3589,0,4,-2.1481433435798314,43
951,3591,0,5,-1.4466255369360699,44
952,3599,0,6,-1.4732033558925481,59
953,3604,0,5,-1.725990938255535,27
954,3605,0,6,-1.3345745379378187,30
955,3611,0,6,-1.671020546960234,47
956,3620,0,6,-1.1931133217178758,34
957,3621,0,6,-0.8637638211480265,43
958,3637,0,4,-3.052909824040812,41
959,3661,0,6,-0.9690867703402386,28
960,4156,0,5,-2.3063709425082948,13
961,4157,0,6,-1.3167835784196278,39
962,4165,0,6,-1.7138519042643772,45
963,4178,0,5,-2.7730374660339727,26
964,4186,0,7,-1.1692845824289506,23
965,4216,0,6,-1.624782697306065,16
966,4226,0,7,-0.9669774668335966,22
967,4239,0,7,-1.0069942755895944,18
968,4252,0,6,-1.1724943634379628,23
969,4261,0,6,-1.5078764262203697,55
970,4269,0,6,-1.0586378384167991,17
971,4276,0,6,-0.8320006886316555,28
972,4287,0,7,-0.9256062506059228,47
973,4288,0,6,-1.4779805884372648,35
974,4290,0,7,-1.0405061375362017,34
975,4305,0,6,-1.7462241883471998,40
976,4317,0,7,-1.0101389171476853,35
977,4331,0,6,-1.8002168418012179,49
978,4333,0,7,-0.8927023520512538,50
979,4352,0,7,-0.9182260866739433,40
980,4354,0,6,-1.480231069700845,21
981,4361,0,5,-1.769558675342636,29
982,4362,0,6,-0.8867493573372922,30
983,4385,0,6,-1.3965141045730878,35
984,4391,0,7,-0.9758643404264244,22
985,4397,0,7,-1.0224025183995735,32
986,4398,0,6,-1.662634675535723,22
987,4400,0,5,-1.9795491492879957,32
988,4403,0,6,-1.3148136328483258,19
989,4405,0,6,-1.7822569321603918,18
990,4410,0,6,-1.2153367310433065,18
991,4413,0,6,-1.4221809252595934,23
992,4415,0,5,-2.3878681297612125,30
993,4423,0,6,-1.4441084453347832,27
994,4424,0,6,-1.2765400650272882,22
995,4428,0,6,-1.237428170532219,15
996,4437,0,5,-2.559692977594887,33
997,4445,0,7,-1.103860139535799,48
998,4459,0,7,-0.854654065489405,53
999,4462,0,6,-1.7174795626221382,27
1000,4477,0,6,-1.1954901742726518,25
1001,4490,0,6,-1.2776903785726805,22
1002,4497,0,6,-1.6182552318539436,44
1003,4499,0,6,-1.1751230112519346,26
1004,4520,0,7,-1.3432375324957953,57
1005,4533,0,6,-1.4644432326303471,40
1006,4568,0,6,-1.7405855751305097,55
1007,4577,0,5,-1.8440818383085977,25
1008,4590,0,7,-0.920990453965354,35
1009,4601,0,6,-1.2180352340716638,35
1010,4645,0,6,-0.9902459145165805,44
1011,4670,0,6,-1.1663915429752532,19
1012,4678,0,6,-1.3934127481967407,53
1013,7523,0,7,-0.8994822339073796,37
1014,7536,0,7,-1.1054488417054902,28
1015,7541,0,4,-3.779930891677199,37
1016,7548,0,6,-0.9764269772470389,25
1017,7554,0,4,-2.7972701174640564,23
1018,7557,0,3,-3.7023167207406287,19
1019,7562,0,6,-1.0878715361869764,34
1020,7569,0,7,-0.8786390437210265,37
1021,7578,0,6,-1.4783693899630554,30
1022,7611,0,6,-1.5028026614190342,37
1023,7620,0,7,-1.1285888222153666,26
1024,7634,0,7,-0.8826943177158393,29
1025,7639,0,5,-1.9250563390778357,43
1026,7643,0,4,-3.4554898229444655,19
1027,7647,0,6,-1.3977386743537048,22
1028,7651,0,6,-1.7043468110559186,30
1029,8088,0,5,-1.8227346341908515,32
1030,8089,0,6,-1.5371856457158986,43
1031,8095,0,6,-1.0114386240632953,18
1032,8100,0,6,-1.4729303704869876,48
1033,8104,0,4,-2.735815364783612,39
1034,8122,0,6,-1.4886392022278585,23
1035,8137,0,6,-1.412372965569796,23
1036,8156,0,6,-2.1216983636250877,41
1037,8171,0,6,-1.634480458262141,29
1038,8172,0,6,-1.6464451575288184,22
1039,8187,0,6,-1.2305783464457543,33
1040,9611,0,6,-0.9322909320564818,60
1041,9612,0,6,-1.9160919516364032,30
1042,9621,0,6,-1.270725795518345,60
1043,42,1,8,1.7036675764639764,44
1044,77,1,8,2.1293024649477434,37
1045,84,1,8,1.4034716154811209,68
1046,100,1,8,1.793207296482593,33
1047,120,1,8,0.937451074952337,29
1048,138,1,7,1.0136210135398098,24
1049,158,1,8,1.501234487033078,23
1050,159,1,8,1.3183257100776888,42
1051,198,1,7,1.2786319396317554,31
1052,2192,1,8,0.9618607151673046,20
1053,2390,1,9,1.4270787427064917,24
1054,2416,1,8,1.2122608286724779,30
1055,2421,1,9,1.8643697614628412,18
1056,2424,1,8,1.3326474555311654,29
1057,2464,1,9,2.0978152043332674,17
1058,2481,1,8,1.3762488836308195,22
1059,2486,1,9,1.7510831207317015,28
1060,2515,1,9,1.646041492233171,23
1061,2520,1,8,0.9494281170468613,33
1062,2579,1,9,1.588383126164203,35
1063,2586,1,8,1.2434814405701973,23
1064,2594,1,9,0.9990767722020184,33
1065,2595,1,9,0.9791055911929494,27
1066,2607,1,9,1.3352062037651873,34
1067,2634,1,10,1.8971761228072097,37
1068,2637,1,9,1.2920450285291532,35
1069,2658,1,9,1.2118197096329988,21
1070,2661,1,9,1.1942642404914938,23
1071,2662,1,9,0.9035982371224804,21
1072,2674,1,8,0.9199902593364735,19
1073,2675,1,9,1.2090929815374487,21
1074,2688,1,8,0.9929371610290776,36
1075,2721,1,8,1.066127944590102,29
1076,2725,1,8,1.0785820958822567,24
1077,2744,1,8,1.0909499104518403,19
1078,2747,1,9,1.6510231943888085,15
1079,2826,1,9,1.5899875738226923,38
1080,2847,1,9,1.2493405180145096,21
1081,2860,1,9,1.7547992045341054,27
1082,2866,1,9,1.5572364009708055,37
1083,2886,1,8,1.0317742614990753,30
1084,2919,1,8,0.9664515815506514,37
1085,2929,1,8,0.9386103791524851,12
1086,2978,1,9,1.6385173015559547,32
1087,2979,1,9,1.3616362752585225,35
1088,2994,1,9,1.5193002547384955,34
1089,2998,1,9,1.1917308834046718,42
1090,3012,1,9,1.9424097104603035,23
1091,3042,1,9,1.638906421565932,25
1092,3059,1,8,1.5305796859542538,22
1093,3080,1,8,1.169224950861559,25
1094,3089,1,8,1.446221219682422,19
1095,3100,1,8,0.9610360417188542,38
1096,3120,1,9,1.2213693309925358,24
1097,3121,1,9,1.1191424087631656,27
1098,3125,1,9,1.0463241083188288,32
1099,3136,1,9,1.3106575730995846,40
1100,3143,1,9,1.351164810361647,20
1101,3145,1,8,0.9371222293606882,34
1102,3174,1,8,0.9440162056735977,34
1103,3176,1,8,0.9889869632528638,30
1104,3186,1,9,1.4107004946660586,33
1105,3222,1,9,0.9741658717411337,23
1106,3249,1,9,0.9530239259677451,25
1107,3261,1,9,1.0623135454524606,14
1108,3262,1,9,1.4139261429725893,23
1109,3265,1,9,1.1346761466543462,37
1110,3270,1,9,1.1480061795423664,25
1111,3272,1,9,1.286100502740279,41
1112,3277,1,9,1.1419706785853316,30
1113,3287,1,9,1.1461337222526486,21
1114,3294,1,9,0.9825860625061367,34
1115,3304,1,9,1.039826421126838,36
1116,3307,1,9,0.9175007118490992,35
1117,3322,1,9,1.2110614736834462,10
1118,3343,1,9,1.1808643997731378,35
1119,3348,1,8,1.0136555915736736,34
1120,3352,1,9,1.7267088343490302,23
1121,3356,1,9,1.4520426533883937,25
1122,3371,1,9,1.2798738452250484,23
1123,3384,1,9,1.3237639482303276,22
1124,3405,1,9,1.0787523178634206,19
1125,3409,1,9,1.091349054116578,22
1126,3421,1,9,1.2799271866162494,24
1127,3428,1,8,0.9188218934561947,23
1128,3429,1,9,2.3380476762355453,25
1129,3431,1,8,0.9221140702734214,40
1130,3449,1,9,1.317881134111091,26
1131,3475,1,9,1.0140364577058474,28
1132,3486,1,9,0.965489427034651,45
1133,3495,1,9,1.0387790209203809,22
1134,3496,1,9,1.267350455356449,36
1135,3498,1,9,1.5056421850310526,29
1136,3499,1,9,1.2540742506514748,30
1137,3501,1,9,0.9441815006516183,17
1138,3508,1,9,1.0720626068499124,35
1139,3520,1,9,0.8976963488917811,30
1140,3551,1,9,1.0198370513873778,27
1141,3576,1,8,1.086477944602784,76
1142,3579,1,9,1.4366168680654594,23
1143,3582,1,8,1.1580117372037266,30
1144,3584,1,9,2.2003073140826546,43
1145,3588,1,9,1.1714499836131669,47
1146,3593,1,9,1.596377857905713,27
1147,3617,1,9,1.9229404467621576,29
1148,3622,1,9,1.0593893888338197,45
1149,3626,1,8,0.917066890921884,28
1150,3634,1,8,1.1262615422335749,39
1151,3642,1,9,1.2041273886570716,36
1152,3653,1,9,1.190235761070893,30
1153,3656,1,8,1.4897376482872513,38
1154,3657,1,9,1.524839442403544,43
1155,3679,1,8,1.3238193981463429,50
1156,3721,1,7,1.021919880867114,42
1157,3745,1,7,1.0937340927173187,81
1158,3750,1,8,1.1184509464348942,41
1159,3805,1,9,3.125937986982768,32
1160,3845,1,8,1.8591911301566109,53
1161,3872,1,7,1.2780948478255754,70
1162,3888,1,8,1.5812419908090662,42
1163,3915,1,8,0.9828699173439617,26
1164,3928,1,8,1.4866716757549847,27
1165,3954,1,9,1.8953910321951275,36
1166,4011,1,8,2.101090292053277,52
1167,4019,1,8,1.2175724695453018,48
1168,4029,1,7,0.92309181089181,48
1169,4036,1,8,1.2386190913415236,45
1170,4048,1,7,0.9523392031701334,50
1171,4061,1,9,2.001698304667392,17
1172,4066,1,8,1.2045992214120078,35
1173,4076,1,8,0.9942305948818921,40
1174,4077,1,8,1.2132117979490014,33
1175,4092,1,9,1.7091532992042335,21
1176,4152,1,9,1.351659119463588,16
1177,4162,1,9,1.3230316393624886,8
1178,4173,1,9,0.9865174560191257,20
1179,4175,1,9,1.0729688962945412,18
1180,4177,1,9,1.4177820095080502,11
1181,4181,1,8,1.3382412985018748,29
1182,4251,1,9,1.128549872710181,23
1183,4263,1,9,1.6864581526433557,24
1184,4283,1,9,0.8941959600959244,27
1185,4309,1,9,1.2852715986689125,26
1186,4319,1,9,1.4859175318150637,41
1187,4346,1,9,1.4501473751382417,16
1188,4353,1,9,1.4107928433802188,19
1189,4363,1,9,1.5694586487641509,34
1190,4366,1,9,1.113952002368615,27
1191,4382,1,9,1.3853176257433057,50
1192,4411,1,9,1.3045054944409626,31
1193,4416,1,9,1.1109327587023303,36
1194,4421,1,9,1.3068175017934056,25
1195,4426,1,9,1.1230011436835525,21
1196,4432,1,9,1.0141877928261342,30
1197,4442,1,9,1.094285742810479,22
1198,4457,1,9,1.598977894562803,24
1199,4461,1,9,1.176259456684214,33
1200,4464,1,9,1.0909927713642844,29
1201,4466,1,9,1.0850492280651292,17
1202,4486,1,9,1.0437578833103842,22
1203,4489,1,9,1.2526165783911232,26
1204,4494,1,9,0.9497772509064024,19
1205,4496,1,9,1.0918208461383339,15
1206,4501,1,9,1.2731044253013977,21
1207,4517,1,9,0.9728996420304021,21
1208,4527,1,9,1.06522329452602,28
1209,4610,1,9,1.0424543532841088,25
1210,4628,1,9,1.0731398763913154,27
1211,4649,1,9,0.9681493888535719,51
1212,4650,1,9,2.1852219200538663,19
1213,4662,1,9,1.2190447127703017,18
1214,4672,1,8,0.9463152462281741,25
1215,4679,1,9,1.1643490189533674,36
1216,4684,1,9,1.5419229603459845,40
1217,4703,1,9,1.0933988601199038,23
1218,4710,1,9,1.5719097614427104,33
1219,4711,1,9,1.2724958718643222,24
1220,4713,1,9,1.1630531765775816,35
1221,4719,1,9,1.4549518614748465,21
1222,4721,1,9,0.9733825504349465,18
1223,4735,1,9,1.159038492564589,28
1224,4773,1,9,1.0368885292869257,26
1225,4789,1,9,1.2096263817620736,18
1226,4794,1,9,1.2519165716759995,26
1227,4795,1,9,1.2497131870668738,21
1228,4801,1,9,1.3378891827307475,40
1229,4811,1,9,0.9835807250374042,17
1230,4814,1,8,0.8936296578286216,26
1231,4887,1,9,1.2968067072052873,20
1232,4921,1,9,1.6227193714464585,18
1233,4949,1,9,0.9022791143624964,18
1234,4988,1,9,1.2228652265450144,29
1235,5005,1,9,1.2626399326108002,23
1236,5025,1,9,1.1256149793369925,27
1237,5027,1,9,1.0411595905449138,36
1238,5030,1,9,1.2004062848049735,14
1239,5077,1,9,1.567836287345516,30
1240,5206,1,9,1.5368327147197398,39
1241,5230,1,9,0.9411913514193699,28
1242,5231,1,9,1.0713883848016899,28
1243,5242,1,9,0.9106888774159696,24
1244,5243,1,9,1.0848327587187159,23
1245,5251,1,9,0.9314684023037749,29
1246,5256,1,9,0.9568729637816435,22
1247,5268,1,9,1.2194213304027635,23
1248,5275,1,9,1.124563048530483,13
1249,5285,1,9,1.3351401799668032,21
1250,5305,1,9,1.0306902833947547,27
1251,5457,1,9,1.5085223664010403,23
1252,5459,1,9,0.9294377877667177,20
1253,5490,1,8,0.9482988355464119,28
1254,5498,1,9,1.449047598960619,16
1255,5541,1,9,1.0308261023844434,21
1256,5554,1,9,0.96701783332988,22
1257,5555,1,9,1.3131509818440161,25
1258,5672,1,9,1.0572648757889187,14
1259,5690,1,9,1.3093194108360775,35
1260,5691,1,9,1.813209234747533,37
1261,5705,1,9,0.900473139780182,15
1262,5712,1,9,1.1061181109365954,36
1263,5727,1,9,1.1291131518625965,28
1264,5734,1,9,1.080866744580507,26
1265,5737,1,9,1.6446136451113649,31
1266,5738,1,8,0.8880137561735602,39
1267,5742,1,9,0.9427358082963977,20
1268,5762,1,9,1.6460371107504166,30
1269,5774,1,9,1.0514043831545994,14
1270,5776,1,9,1.0019988228999095,13
1271,5787,1,9,1.4820969330319702,29
1272,5793,1,9,1.6338499041478514,19
1273,5822,1,9,1.1160802851445322,27
1274,5829,1,9,1.057882291629257,41
1275,5959,1,9,1.0724054930187918,30
1276,5978,1,9,1.1354788954772728,21
1277,6009,1,9,1.4886872539298261,23
1278,6028,1,9,1.4289890846730087,5
1279,6040,1,9,1.0680092035645172,28
1280,6047,1,8,1.0422427844913704,31
1281,6050,1,9,1.1269673261066169,17
1282,6051,1,9,1.235437270278255,31
1283,6074,1,9,1.929741754118754,31
1284,6075,1,9,2.121973865882784,39
1285,6101,1,8,1.4767361419028964,35
1286,6105,1,9,1.55907433470537,27
1287,6109,1,9,1.6759288550736793,21
1288,6139,1,9,1.1447558596299672,28
1289,6146,1,9,1.5850831628201743,28
1290,6176,1,9,1.1502646814985633,15
1291,6190,1,9,1.0447391907543881,23
1292,6197,1,9,1.1681456584396672,36
1293,6208,1,9,1.85203068447559,29
1294,6242,1,8,1.2685139875878981,27
1295,6250,1,9,1.738702852347191,30
1296,6254,1,9,1.3037133446742617,16
1297,6261,1,9,1.3064315056808633,23
1298,6264,1,8,0.9620810610426762,48
1299,6302,1,9,1.2152674026364938,21
1300,6307,1,9,1.295133775646642,34
1301,6335,1,9,1.5918432171430377,28
1302,6355,1,9,1.4404198369811283,15
1303,6423,1,9,1.2317588740536998,20
1304,6425,1,9,1.0143821196226934,25
1305,6429,1,9,1.1316349404429866,29
1306,7519,1,9,1.1513626567088178,29
1307,7521,1,9,1.3270922960391731,26
1308,7528,1,9,1.4473356243935873,25
1309,7545,1,9,1.1333295212676715,23
1310,7553,1,9,1.4159647118559686,24
1311,7571,1,9,0.9410404642663863,24
1312,7602,1,9,0.9516430482407294,22
1313,7603,1,9,1.2023546693855467,41
1314,7604,1,9,1.0807473393042892,27
1315,7606,1,8,1.394107568944638,12
1316,7609,1,8,1.0509068835074151,26
1317,7616,1,8,0.8985907477766535,32
1318,7619,1,9,1.0141513706621295,26
1319,7626,1,8,1.2731477794474761,28
1320,7630,1,9,1.1343870675924155,25
1321,7642,1,9,1.3268787174754406,34
1322,7645,1,9,2.086316754421712,32
1323,7649,1,8,1.0095467494010864,36
1324,7654,1,9,1.0861123178151493,32
1325,7658,1,9,0.9474442722111291,29
1326,7660,1,9,1.1267065404218704,30
1327,7663,1,8,1.2049730031826646,55
1328,7696,1,9,1.9501693657015924,26
1329,7768,1,9,1.28950193089966,26
1330,7792,1,9,1.4429441391149744,27
1331,7797,1,9,1.6198181866476284,19
1332,7804,1,9,1.4330582267041478,22
1333,7826,1,8,1.0372336317107704,17
1334,7860,1,9,1.1279727814035265,33
1335,7868,1,9,1.6202026813556323,39
1336,7879,1,9,1.4461344088473291,19
